Solvent Name,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR
BUTANOIC ACID,9.599305555555556,9.599305555555556,0.2916666666666665,-0.7106481481481481,0.5434407472889115,8.166666666666666,88.10599999999998,80.04199999999999,88.052429496,36,0,0.30282893657949883,-0.48123051640943176,0.48123051640943176,0.30282893657949883,1.8333333333333333,2.3333333333333335,2.3333333333333335,16.365105667835003,10.350738670185248,1.870108269903476,-1.7942899738894031,1.8154407414270048,-1.8986230744822712,5.659492540532729,-0.13652882745744094,1.3485878960124225,2.831257109931365,44.0,4.99156383156272,3.769675448336916,3.769675448336916,2.770055610029662,1.9883911147617317,1.9883911147617317,1.1437385432233529,1.1437385432233529,0.46386547149095514,0.46386547149095514,0.2138654714909552,0.2138654714909552,-0.53,5.469999999999999,2.693713646532438,3.4699999999999998,36.78983322325915,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,19.765380445542643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,19.765380445542643,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,5.106527394840706,0.0,0.0,9.599305555555556,7.913472222222222,0.0,-0.7106481481481481,0.0,1.023148148148148,1.841388888888889,0.0,0.75,6,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,2.455768941088739,0,0.8711,22.543799999999994
SEC-BUTYLBENZENE,2.259259259259259,2.259259259259259,0.7094444444444443,0.7094444444444443,0.5823253102746541,13.0,134.22199999999998,120.10999999999997,134.109550448,54,0,-0.019300891963447316,-0.06480959922040683,0.06480959922040683,0.019300891963447316,1.2,1.8,2.3,14.036406836346979,9.991665772882854,1.9832696656766395,-2.061745671975445,2.1628491948212765,-1.8823553939552446,5.176905949466727,0.7334968501745557,2.048167390601267,2.746978188530898,176.48961548078339,7.397341225498538,6.671208396324304,6.671208396324304,4.842535255101096,3.892064077957809,3.892064077957809,2.7199794632774306,2.7199794632774306,1.9809805208364926,1.9809805208364926,1.0172740324121932,1.0172740324121932,-0.78,7.328459869848157,3.4037722935552446,1.598288065805947,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.179309741689295,17.9021791607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.18620206846865,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.749653560165644,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,11.984273114623004,0.0,0.0,44.179309741689295,0.0,0.0,0.0,0.0,0.0,1.4490740740740742,0.7094444444444443,10.636111111111113,1.2262037037037037,4.479166666666666,0.0,0.4,10,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,2.494440865942063,1,3.2001000000000017,45.14800000000003
P-ISOPROPYLTOLUENE,2.212962962962963,2.212962962962963,0.6533333333333331,0.6533333333333331,0.5532584920101851,10.4,134.22199999999998,120.10999999999997,134.109550448,54,0,-0.021882053067443556,-0.0590419921968874,0.0590419921968874,0.021882053067443556,1.0,1.5,1.9,14.004238595994881,10.024482534992158,1.94837422588232,-2.031653154210887,2.131527671788767,-1.8486722054148153,5.228177044700607,0.8658442096896685,1.8845053612018057,2.893762783606678,193.78322454351996,7.560477932315068,6.886751345948129,6.886751345948129,4.698377302757663,3.764742878019983,3.764742878019983,3.065384140902211,3.065384140902211,1.7440169358562931,1.7440169358562931,0.9513530918323416,0.9513530918323416,-0.78,7.328459869848157,2.8694839561664094,1.598288065805947,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67639416492469,18.405094737549014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233264,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,30.892283428936633,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,11.126902983393991,0.0,0.0,45.03667987291831,0.0,0.0,0.0,0.0,0.0,2.7592592592592595,0.6533333333333331,8.712962962962964,0.0,6.541111111111111,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.1028898019938658,1,3.118420000000002,45.26800000000003
TERT-BUTYLBENZENE,2.224537037037037,2.224537037037037,0.2929166666666665,0.2929166666666665,0.5114006703774442,11.5,134.22199999999998,120.10999999999997,134.109550448,54,0,-0.013185421336817146,-0.06224804505884843,0.06224804505884843,0.013185421336817146,0.9,1.4,1.7,14.155053549200233,9.872663875210776,2.107334848194777,-2.175326969617501,2.200996297829458,-2.0951078906402802,5.214575082366548,0.5900845483530642,1.8822423779323865,2.9660431785816628,191.02833704135648,7.612884175122366,6.886751345948131,6.886751345948131,4.605171715522539,3.66068360252296,3.66068360252296,3.6160254037844393,3.6160254037844393,1.639814472133079,1.639814472133079,0.9381528525526742,0.9381528525526742,-0.78,7.328459869848157,2.4517901863265905,1.598288065805947,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.10304694137992,10.978441961093775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,26.334663090768867,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,5.563451491696996,0.0,0.0,51.10304694137992,0.0,0.0,0.0,0.0,0.0,1.6910648148148149,0.0,10.55199074074074,0.0,6.673611111111112,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7967845989781952,1,2.9841000000000015,45.14200000000003
"1,2,4-TRIMETHYLBENZENE",2.2037037037037037,2.2037037037037037,1.345462962962963,1.345462962962963,0.4933927122974484,9.666666666666666,120.19499999999998,108.09899999999998,120.093900384,48,0,-0.03950156209354446,-0.059043013944034425,0.059043013944034425,0.03950156209354446,0.8888888888888888,1.5555555555555556,2.0,13.946263183397173,10.082116398408997,1.8851595102255816,-1.9790456865146864,2.0706808331741313,-1.7941192218676627,5.28233709506377,1.3000507270249129,1.7965675742516067,3.171678030440915,211.2783370413565,6.8533711511285205,6.232050807568878,6.232050807568878,4.198377302757662,3.2380338717125854,3.2380338717125854,2.5877132402714715,2.5877132402714715,1.6624107643699335,1.6624107643699335,0.891346035225553,0.891346035225553,-0.78,6.341654501216546,2.218872016802184,1.3174550052099938,56.52622946268678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.762552697081826,31.898114582465862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,34.88945568047582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,16.690354475090988,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.690354475090988,0.0,0.0,38.9703128044567,0.0,0.0,0.0,0.0,0.0,4.105277777777778,0.0,6.502314814814815,0.0,6.392407407407408,0.0,0.3333333333333333,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.563479968108556,1,2.611860000000001,40.65300000000001
MESITYLENE,2.1875,2.1875,1.3541666666666667,1.3541666666666667,0.4933927122974484,9.666666666666666,120.19499999999998,108.09899999999998,120.093900384,48,0,-0.03975468316246081,-0.05636528474297494,0.05636528474297494,0.03975468316246081,0.6666666666666666,0.8888888888888888,1.1111111111111112,13.931089724094372,10.097584126925678,1.8688928645621976,-1.9646511704342249,2.057339500550052,-1.776682551789754,5.266192904514403,1.3221483571171524,1.5880914479405832,3.165670309917317,160.80051514850786,6.8533711511285205,6.232050807568878,6.232050807568878,4.1815405503520555,3.2320508075688776,3.2320508075688776,2.6650635094610973,2.6650635094610973,1.366025403784439,1.366025403784439,1.2023502691896262,1.2023502691896262,-0.78,6.341654501216546,2.218872016802184,1.5627607309331124,56.52622946268678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88945568047582,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,34.88945568047582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,16.690354475090988,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.690354475090988,0.0,0.0,38.9703128044567,0.0,0.0,0.0,0.0,0.0,4.062500000000001,0.0,6.5625,0.0,6.375,0.0,0.3333333333333333,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.563479968108556,1,2.611860000000001,40.65300000000001
P-XYLENE,2.1203703703703702,2.1203703703703702,1.3292592592592594,1.3292592592592594,0.4757576853403211,9.25,106.16799999999999,96.08799999999998,106.07825032,42,0,-0.03977419408172197,-0.05906257918023874,0.05906257918023874,0.03977419408172197,0.75,1.0,1.25,13.857926266609581,10.169746472097968,1.793218016453732,-1.8950191180357163,1.9882406125405068,-1.700595642224136,5.189391809591327,1.3985363743774326,1.769973094021975,3.0324555320336755,138.89811391899892,5.983127663125442,5.309401076758503,5.309401076758503,3.787693700234704,2.8213672050459184,2.8213672050459184,2.154700538379252,2.154700538379252,1.2182335127930843,1.2182335127930843,0.63689453417432,0.63689453417432,-0.78,5.358504155124653,1.9937447122872558,1.0935372033822537,50.16128734829018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.392371257240434,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,38.112942673227685,0.0,0.0,0.0,0.0,0.0,2.6585185185185187,0.0,8.481481481481481,0.0,4.193333333333333,0.0,0.25,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.335436165631133,1,2.30344,35.916
ISOPROPYLBENZENE,2.2037037037037037,2.2037037037037037,0.6585185185185185,0.6585185185185185,0.5342617380464315,10.11111111111111,120.19499999999995,108.09899999999998,120.093900384,48,0,-0.021882385616707155,-0.06224839474669082,0.06224839474669082,0.021882385616707155,1.0,1.5555555555555556,1.8888888888888888,13.983798911609123,10.043796192452598,1.9286570571247514,-2.0116432956174233,2.1112383174930924,-1.8293344608817792,5.170386827578657,0.8666303746678077,1.9003726279897948,2.848234050597751,162.65300142116237,6.69023444431199,5.964101615137756,5.964101615137756,4.304530452640311,3.354059275497024,3.354059275497024,2.565384140902212,2.565384140902212,1.4662391580785155,1.4662391580785155,0.8379390982585982,0.8379390982585982,-0.78,6.341654501216546,2.6743372612696805,1.5627607309331124,56.52622946268678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.179309741689295,11.48135753785839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76538044554264,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.328831937239634,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,5.563451491696996,0.0,6.06636706846161,38.112942673227685,0.0,0.0,0.0,0.0,0.0,1.414351851851852,0.6585185185185185,10.51972222222222,0.0,4.407407407407407,0.0,0.3333333333333333,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.884413658966889,1,2.8100000000000014,40.53100000000002
M-XYLENE,2.1666666666666665,2.1666666666666665,1.3379629629629632,1.3379629629629632,0.475757685340321,9.25,106.16799999999998,96.08799999999998,106.07825032,42,0,-0.03976460504894693,-0.06174087142677341,0.06174087142677341,0.03976460504894693,1.0,1.5,1.75,13.866097802962315,10.161620655442984,1.8019696433634882,-1.9025751468103107,1.9954308850121383,-1.70976356612192,5.197667924264775,1.3865224211680838,1.6423714487439025,3.077660437970554,159.89811391899892,5.983127663125442,5.309401076758503,5.309401076758503,3.7876937002347035,2.8213672050459184,2.8213672050459184,2.1581548620732005,2.1581548620732005,1.1735753140545637,1.1735753140545637,0.8070155245349351,0.8070155245349351,-0.78,5.358504155124653,1.9937447122872558,1.0935372033822537,50.16128734829018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.392371257240434,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,38.112942673227685,0.0,0.0,0.0,0.0,0.0,2.6759259259259265,0.0,8.449074074074073,0.0,4.208333333333333,0.0,0.25,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.335436165631133,1,2.30344,35.916000000000004
TETRALIN,2.258425925925926,2.258425925925926,1.3017592592592593,1.3017592592592593,0.5086297206140044,16.4,132.20599999999996,120.10999999999997,132.093900384,52,0,-0.027602666714009613,-0.06197440256795898,0.06197440256795898,0.027602666714009613,0.8,1.3,1.8,14.108498318975963,9.920457715284005,2.0543001063209307,-2.133853191351855,2.191966859421298,-2.0031930752971885,5.282254731517717,0.6854657156513605,2.0504144813943355,2.414292094177304,200.23484899951498,6.811554787871634,6.137828201504693,6.137828201504693,4.9663264951887856,4.034457050376173,4.034457050376173,2.9758171096315813,2.9758171096315813,2.26061613165652,2.26061613165652,1.6761768643159767,1.6761768643159767,-0.78,5.964482443005351,2.4517901863265905,0.9420016699918123,61.88534042355416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,36.81018947509803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,23.96854622924601,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,11.126902983393991,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.0,3.155092592592593,0.0,8.802870370370371,5.37537037037037,0.0,0.0,0.4,10,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4623659520277767,2,2.5654000000000003,43.084000000000024
XYLENE,2.1203703703703702,2.1203703703703702,1.3680555555555558,1.3680555555555558,0.4757576853403211,9.25,106.16799999999999,96.08799999999998,106.07825032,42,0,-0.039511492179969666,-0.06198519188632999,0.06198519188632999,0.039511492179969666,0.875,1.25,1.5,13.895388335812484,10.131972178262572,1.8333702494943922,-1.930148756070286,2.0210545658514985,-1.7433360304648589,5.2277847976727765,1.342538972786028,1.7681772153059907,3.134861511345448,156.14811391899892,5.983127663125442,5.309401076758503,5.309401076758503,3.804530452640311,2.827350269189626,2.827350269189626,2.084258916577523,2.084258916577523,1.425569668769133,1.425569668769133,0.6626779572375285,0.6626779572375285,-0.78,5.358504155124653,1.9937447122872558,0.8900073912094391,50.16128734829018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,24.974377382775238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,38.112942673227685,0.0,0.0,0.0,0.0,0.0,2.7361111111111116,0.0,8.356481481481481,0.0,4.2407407407407405,0.0,0.25,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.335436165631133,1,2.30344,35.916
ETHYLBENZENE,2.162037037037037,2.162037037037037,1.1397222222222223,1.1397222222222223,0.5147578217927745,9.125,106.16799999999996,96.08799999999998,106.07825032,42,0,-0.03074408282510195,-0.06224874165506165,0.06224874165506165,0.03074408282510195,1.125,1.75,2.125,13.856596938329892,10.170710312539828,1.7943577512861228,-1.8917512520057715,1.9631405576194025,-1.73342650034674,5.1331381704563555,1.140415220080154,1.9034911933164034,2.8320858350070908,141.38429890473827,5.819990956308912,5.093858127134677,5.093858127134677,3.931851652578137,2.971343774302781,2.971343774302781,1.839151950246763,1.839151950246763,1.251072952541352,1.251072952541352,0.7137128315712066,0.7137128315712066,-0.78,5.358504155124653,2.50834780755501,1.0935372033822537,50.16128734829017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.255572541998674,11.984273114623004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,12.487188691387619,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,5.563451491696996,0.0,6.06636706846161,31.18920547353706,0.0,0.0,0.0,0.0,0.0,1.4097222222222223,0.0,10.455185185185186,1.1397222222222223,2.162037037037037,0.0,0.25,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.6801240186601667,1,2.2490000000000006,35.82
O-XYLENE,2.1203703703703702,2.1203703703703702,1.3680555555555558,1.3680555555555558,0.4757576853403211,9.25,106.16799999999999,96.08799999999998,106.07825032,42,0,-0.039511492179969666,-0.06198519188632999,0.06198519188632999,0.039511492179969666,0.875,1.25,1.5,13.895388335812484,10.131972178262572,1.8333702494943922,-1.930148756070286,2.0210545658514985,-1.7433360304648589,5.2277847976727765,1.342538972786028,1.7681772153059907,3.134861511345448,156.14811391899892,5.983127663125442,5.309401076758503,5.309401076758503,3.804530452640311,2.827350269189626,2.827350269189626,2.084258916577523,2.084258916577523,1.425569668769133,1.425569668769133,0.6626779572375285,0.6626779572375285,-0.78,5.358504155124653,1.9937447122872558,0.8900073912094391,50.16128734829018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,24.974377382775238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,38.112942673227685,0.0,0.0,0.0,0.0,0.0,2.7361111111111116,0.0,8.356481481481481,0.0,4.2407407407407405,0.0,0.25,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.335436165631133,1,2.30344,35.916
TOLUENE,2.0833333333333335,2.0833333333333335,1.3217592592592595,1.3217592592592595,0.4588062796575455,8.714285714285714,92.14099999999999,84.07699999999998,92.062600256,36,0,-0.039774526323627504,-0.06224908578199481,0.06224908578199481,0.039774526323627504,1.0,1.5714285714285714,1.8571428571428572,13.782105281259431,10.2446262174219,1.7152546995077484,-1.8223238719751815,1.9162789955764012,-1.6221555927559288,5.11182720852277,1.475756642372446,1.6856161633204378,3.0214653097240864,129.96566024533826,5.112884175122364,4.386751345948129,4.386751345948129,3.393846850117352,2.4106836025229597,2.4106836025229597,1.654700538379252,1.654700538379252,0.9404557350153064,0.9404557350153064,0.5343778974176118,0.5343778974176118,-0.78,4.380771704180065,1.7832860398554335,1.0382641324115067,43.79634523389357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89528683400505,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,0.0,18.19910120538483,19.056471336613843,0.0,0.0,0.0,0.0,0.0,1.3217592592592595,0.0,10.261574074074074,0.0,2.0833333333333335,0.0,0.14285714285714285,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1160241462654295,1,1.99502,31.17899999999999
BENZENE,2.0,2.0,2.0,2.0,0.4426283718993647,8.0,78.11399999999999,72.06599999999999,78.046950192,30,0,-0.062268570782092456,-0.062268570782092456,0.062268570782092456,0.062268570782092456,0.3333333333333333,0.5,0.6666666666666666,13.646993161855445,10.379006838144555,1.5737245910733604,-1.6942617326375449,1.794093161855452,-1.4738931618554547,4.985993161855456,1.718006838144549,1.719973094021975,3.000000000000001,71.96100505779535,4.242640687119286,3.464101615137755,3.464101615137755,3.0,2.0000000000000004,2.0000000000000004,1.1547005383792521,1.1547005383792521,0.6666666666666671,0.6666666666666671,0.38490017945975075,0.38490017945975075,-0.78,3.4115708812260532,1.6057694396735218,0.5823992601400448,37.43140311949697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9130327103921437,1,1.6866,26.441999999999993
PROPANOIC ACID,9.368055555555555,9.368055555555555,0.2222222222222221,-0.74537037037037,0.4908446664452931,7.4,74.079,68.031,74.036779432,30,0,0.30255843749205596,-0.4812379170193394,0.4812379170193394,0.30255843749205596,2.0,2.2,2.2,16.365026720551658,10.520033180841269,1.8038776923605175,-1.7142549621177312,1.6671241453129713,-1.8648595675508879,5.655632415552586,-0.13611234592932717,1.3787834934861756,2.847378923087672,35.302968908806456,4.284457050376173,3.0625686671503685,3.0625686671503685,2.270055610029662,1.4883911147617317,1.4883911147617317,0.7472919338166267,0.7472919338166267,0.30245145030582543,0.30245145030582543,0.0,0.0,-0.53,4.469999999999999,1.7581844380403455,3.469999999999999,30.42489110886254,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.923737199690624,0.0,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,13.344558822616634,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,0.0,0.0,0.0,6.923737199690624,0.0,0.0,5.106527394840706,0.0,0.0,9.368055555555555,7.722222222222222,0.0,-0.74537037037037,0.0,0.2222222222222221,1.599537037037037,0.0,0.6666666666666666,5,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1.5718168876080685,0,0.481,17.9268
DIBUTYLETHER,5.314444444444444,5.314444444444444,0.9548611111111112,0.9548611111111112,0.5020748997224442,10.0,130.231,112.08699999999997,130.135765196,56,0,0.046543272315233225,-0.3814528145933262,0.3814528145933262,0.046543272315233225,0.8888888888888888,1.3333333333333333,1.6666666666666667,16.472849163469363,10.333412058370572,1.8395024414833718,-1.9905808507827512,1.9077081599186936,-1.946512816607828,4.333957112224253,0.12823474982407,1.88523483624215,2.595082706793886,33.30296890880646,6.949747468305834,6.650888977583149,6.650888977583149,4.414213562373095,3.9915638315627207,3.9915638315627207,2.3194792168823417,2.3194792168823417,1.284457050376173,1.284457050376173,0.59486135244271,0.59486135244271,-0.04,8.960000000000003,7.960000000000003,7.9600000000000035,58.40739105811268,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233267,12.841643245852019,13.213763929025836,0.0,4.736862953800049,0.0,0.0,0.0,0.0,39.53076089108528,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,39.53076089108528,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.213763929025836,25.683286491704038,0.0,0.0,13.847474399381248,4.736862953800049,5.314444444444444,0.0,0.0,0.0,0.0,0.0,0.0,4.908411281179138,6.277144274376417,0.0,1.0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,7.924622222222228,0,2.603200000000001,40.635000000000005
