Solvent Name,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR
"CIS-1,2-DIMETHYLCYCLOHEXANE",2.3787962962962963,2.3787962962962963,1.003472222222222,1.003472222222222,0.45175529711149026,39.75,112.216,96.08799999999998,112.12520051199999,48,0,-0.041698204409065874,-0.06225486301980354,0.06225486301980354,0.041698204409065874,0.875,1.25,1.5,14.208744238892683,9.81866644175426,2.1497896418662297,-2.240315778368317,2.277817442992581,-2.1190939422923307,4.668795292390056,0.2770710275120517,1.7681772153059907,2.2794002709583667,56.43856189774725,5.983127663125442,5.983127663125442,5.983127663125442,3.804530452640311,3.804530452640311,3.804530452640311,3.2390248187615978,3.2390248187615978,2.5403364137778546,2.5403364137778546,1.501661279183041,1.501661279183041,0.0,6.125,2.52,1.2396694214876034,52.28801467507656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,11.835812092322787,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,25.683286491704038,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,2.006944444444444,0.0,5.90212962962963,4.757592592592593,0.0,1.0,8,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1.929375,1,2.832600000000001,36.79599999999999
N-NONANE,2.2637110260770976,2.2637110260770976,1.3671875,1.3671875,0.4777243799437154,10.0,128.259,108.09899999999998,128.15650064,56,0,-0.053306317337172206,-0.06538238322279268,0.06538238322279268,0.053306317337172206,0.5555555555555556,0.8888888888888888,1.2222222222222223,13.918192972620595,10.109794084931163,1.852948366538763,-1.9554475366686943,2.051292972620585,-1.757105915068841,4.410192972620589,0.6017940849311597,1.88523483624215,2.595082706793886,33.30296890880646,6.949747468305834,6.949747468305834,6.949747468305834,4.414213562373095,4.414213562373095,4.414213562373095,2.7677669529663684,2.7677669529663684,1.7071067811865472,1.7071067811865472,1.0303300858899103,1.0303300858899103,0.0,9.0,8.0,8.0,59.658787943002416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79322575986332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79322575986332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79322575986332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94575136048208,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.972577947845807,4.527422052154195,0.0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8.0,0,3.7569000000000026,43.667000000000016
CYCLOPENTANE,1.5,1.5,1.5,1.5,0.4083619292230275,24.0,70.135,60.05499999999999,70.07825032,30,0,-0.0533059727891157,-0.0533059727891157,0.0533059727891157,0.0533059727891157,0.4,0.6,0.8,14.013000000000007,10.393584045238855,1.948694027210884,-1.6707219275502607,2.1460999999999983,-1.4733159547611452,4.5050000000000034,0.885584045238855,1.760495029766198,2.083333333333333,11.60964047443681,3.5355339059327378,3.5355339059327373,3.5355339059327373,2.5,2.4999999999999996,2.4999999999999996,1.7677669529663684,1.7677669529663684,1.2499999999999996,1.2499999999999996,0.883883476483184,0.883883476483184,0.0,3.2,1.44,0.64,33.19318833188676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,1.0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9216,1,1.9505000000000001,23.084999999999994
N-OCTANE,2.2558985260770976,2.2558985260770976,1.364795918367347,1.364795918367347,0.4806106052751372,9.75,114.232,96.08799999999998,114.14085057599999,50,0,-0.053316204543896704,-0.0653823832228023,0.0653823832228023,0.053316204543896704,0.625,1.0,1.25,13.894659234682535,10.132494143669753,1.8291013349134206,-1.9330649257747907,2.0277592346825384,-1.7344058563302447,4.386659234682541,0.6244941436697566,1.8088121254443208,2.53006045688352,25.019550008653873,6.242640687119286,6.242640687119286,6.242640687119286,3.914213562373095,3.914213562373095,3.914213562373095,2.4142135623730945,2.4142135623730945,1.4571067811865472,1.4571067811865472,0.8535533905932734,0.8535533905932734,0.0,8.0,7.0,6.0,53.293845828605804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.488202947845807,4.511797052154195,0.0,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7.0,0,3.3668000000000022,39.05
"1,4-DIOXANE",4.944444444444445,4.944444444444445,0.7777777777777778,0.7777777777777778,0.4157492501598946,24.0,88.106,80.04199999999999,88.052429496,36,0,0.07011439546557022,-0.37666763607345255,0.37666763607345255,0.07011439546557022,0.6666666666666666,1.0,1.1666666666666667,16.564300828554593,10.638571834466195,1.9381982860111924,-2.0933036854099747,1.8459039112320426,-2.158799402239841,4.3659799536361215,-0.033358205886512574,1.719973094021975,2.0,15.509775004326936,4.242640687119286,3.644923705673916,3.644923705673916,3.0,2.1547005383792515,2.1547005383792515,1.2247448713915892,1.2247448713915892,0.7440169358562925,0.7440169358562925,0.4398264056274473,0.4398264056274473,-0.08,4.088918918918919,2.157216946676406,0.9536924762600438,37.055336676503906,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.427527858051672,9.473725907600098,0.0,0.0,0.0,0.0,0.0,26.427527858051672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.427527858051672,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,26.427527858051672,0.0,0.0,0.0,0.0,9.473725907600098,9.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.111111111111111,0.0,1.0,6,0,2,0,1,1,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,1.4701141975796104,1,0.03320000000000001,21.637999999999995
METHYLCYCLOHEXANE,2.3602777777777777,2.3602777777777777,1.0358796296296295,1.0358796296296295,0.43656953206962734,25.285714285714285,98.18900000000001,84.07699999999998,98.109550448,42,0,-0.04428007559516109,-0.06250972284470455,0.06250972284470455,0.04428007559516109,1.0,1.5714285714285714,1.8571428571428572,14.115632492342755,9.911130338789695,2.0539877762694174,-2.150526872003993,2.2149178488962535,-1.9941012767549964,4.590675846362491,0.38509284200897903,1.6856161633204378,2.1229179499593664,42.0,5.112884175122364,5.112884175122364,5.112884175122364,3.393846850117352,3.393846850117352,3.393846850117352,2.743182156491985,2.743182156491985,1.8938468501173518,1.8938468501173518,1.3067128222475317,1.3067128222475317,0.0,5.142857142857143,2.34375,1.5,45.92307256067996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02784531432067,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,32.10410811463005,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,1.0358796296296295,0.0,7.437175925925926,2.3602777777777777,0.0,1.0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.721938775510204,1,2.5866000000000007,32.24899999999998
N-HEPTANE,2.245694444444444,2.245694444444444,1.3611111111111112,1.3611111111111112,0.4763098736533007,9.428571428571429,100.205,84.07699999999998,100.12520051199999,44,0,-0.05332609175221321,-0.06538238322804024,0.06538238322804024,0.05332609175221321,0.7142857142857143,1.1428571428571428,1.4285714285714286,13.862233382977566,10.164098565543423,1.796206847856114,-1.9019330572190785,1.995333382977564,-1.7028014344565705,4.354233382977567,0.6560985655434296,1.690933805959686,2.447472887876344,19.219280948873624,5.535533905932738,5.535533905932738,5.535533905932738,3.414213562373095,3.414213562373095,3.414213562373095,2.060660171779821,2.060660171779821,1.2071067811865472,1.2071067811865472,0.6767766952966366,0.6767766952966366,0.0,7.0,6.0,6.0,46.92890371420919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.008611111111112,4.491388888888888,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6.0,0,2.976700000000002,34.432999999999986
PENTANOIC ACID,9.758194444444445,9.758194444444445,0.3159722222222221,-0.6927314814814809,0.5820724024360081,8.714285714285714,102.13299999999998,92.05299999999998,102.06807956,42,0,0.3028393755682016,-0.4812303907895895,0.4812303907895895,0.3028393755682016,1.7142857142857142,2.2857142857142856,2.4285714285714284,16.365114680109034,10.253677266337775,1.903602534816826,-1.8512963626362038,1.9070121012898604,-1.9137312284268215,5.6600249795576225,-0.13662901854910325,1.6121972227029933,2.8219389370591843,53.058650025961626,5.698670612749268,4.476782229523463,4.476782229523463,3.270055610029662,2.4883911147617317,2.4883911147617317,1.4972919338166268,1.4972919338166268,0.7441955573808657,0.7441955573808657,0.3280024204495495,0.3280024204495495,-0.53,6.47,3.6528153564899446,5.47,43.15477533765576,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,26.186202068468653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,26.186202068468653,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,0.0,0.0,6.923737199690624,0.0,5.106527394840706,0.0,0.0,9.758194444444445,8.044583333333334,0.0,-0.6927314814814809,0.0,2.0814814814814815,1.975138888888889,0.0,0.8,7,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,3.3762450509271345,0,1.2612,27.160799999999988
N-HEXANE,2.2318055555555554,2.2318055555555554,1.355,1.355,0.4629542813199688,9.0,86.178,72.06599999999999,86.109550448,38,0,-0.05357870225236844,-0.06538238459812357,0.06538238459812357,0.05357870225236844,0.8333333333333334,1.1666666666666667,1.3333333333333333,13.815622205179755,10.209864201930968,1.748868474205106,-1.8568988201678052,1.9487222051797695,-1.6570357980690344,4.307622205179771,0.7018642019309675,1.6143308351592656,2.3390923149762908,12.0,4.82842712474619,4.82842712474619,4.82842712474619,2.914213562373095,2.914213562373095,2.914213562373095,1.707106781186547,1.707106781186547,0.9571067811865472,0.9571067811865472,0.49999999999999983,0.49999999999999983,0.0,6.0,5.0,4.0,40.563961599812586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.536388888888888,4.463611111111111,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,0,2.5866000000000007,29.81599999999998
"2,4-DIMETHYLPENTANE",2.263888888888889,2.263888888888889,0.8749999999999998,0.8749999999999998,0.5001817914751358,11.142857142857142,100.20499999999998,84.07699999999998,100.12520051199999,44,0,-0.04688931685947847,-0.06276378738606951,0.06276378738606951,0.04688931685947847,0.8571428571428571,1.1428571428571428,1.1428571428571428,14.014251950198746,10.01224954721075,1.951961100676995,-2.0500598497960745,2.0766437290779174,-1.9280421509203858,4.4715799171733694,0.46892161946431205,1.272905595320056,2.9532231745612925,29.302968908806456,5.8618073195657985,5.8618073195657985,5.8618073195657985,3.125897657686229,3.125897657686229,3.125897657686229,3.0233959606302196,3.0233959606302196,0.9428090415820635,0.9428090415820635,0.9428090415820635,0.9428090415820635,0.0,7.0,3.061224489795918,6.0,46.92890371420919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,18.256633715248796,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,34.11577042168851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,34.11577042168851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,6.4208216229260096,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,1.7499999999999996,0.0,1.3611111111111112,9.055555555555555,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.061224489795918,0,2.6885000000000012,34.292999999999985
N-PENTANE,2.2118055555555554,2.2118055555555554,1.34375,1.34375,0.46878550980113315,8.4,72.151,60.05499999999999,72.093900384,32,0,-0.05383131543183678,-0.06538255537938412,0.06538255537938412,0.05383131543183678,1.0,1.4,1.4,13.744962415414642,10.279705138833732,1.6770337181948811,-1.7882347992017722,1.878062415414647,-1.5871948611662696,4.236962415414642,0.7717051388337315,1.4056390622295665,2.19060968716425,7.5097750043269365,4.121320343559642,4.121320343559642,4.121320343559642,2.414213562373095,2.414213562373095,2.414213562373095,1.3535533905932735,1.3535533905932735,0.7071067811865474,0.7071067811865474,0.3535533905932737,0.3535533905932737,0.0,5.0,4.0,4.0,34.19901948541599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.076388888888889,4.423611111111111,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,0,2.1965000000000003,25.19899999999999
2-METHYLPENTANE,2.2534722222222223,2.2534722222222223,0.8981481481481479,0.8981481481481479,0.4838902980848686,10.0,86.178,72.06599999999999,86.109550448,38,0,-0.04714263543756667,-0.06537259817899396,0.06537259817899396,0.04714263543756667,1.3333333333333333,1.8333333333333333,1.8333333333333333,13.915562047569095,10.109923040658451,1.8513166066046423,-1.954342431596249,1.99908672764211,-1.8116090393407516,4.382863992183623,0.5760031536750146,1.3485878960124225,2.6272148478988635,21.219280948873624,4.99156383156272,4.99156383156272,4.99156383156272,2.770055610029662,2.770055610029662,2.770055610029662,2.1825219847121646,2.1825219847121646,0.8660254037844386,0.8660254037844386,0.5773502691896257,0.5773502691896257,0.0,6.0,3.2,4.0,40.563961599812586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61285484492389,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.61285484492389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.61285484492389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,12.841643245852019,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.8981481481481479,0.0,2.7060185185185186,6.729166666666667,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.2000000000000006,0,2.442500000000001,29.74599999999998
"2,2,4-TRIMETHYLPENTANE",2.2847222222222223,2.2847222222222223,0.5219907407407407,0.5219907407407407,0.49115396327407007,12.75,114.23199999999999,96.08799999999998,114.14085057599999,50,0,-0.038018218252164164,-0.06275372160759639,0.06275372160759639,0.038018218252164164,1.125,1.5,1.5,14.163638387484248,9.863629649244036,2.1051028686638853,-2.194935125216457,2.2259535915423507,-2.076585447700782,4.620951578734183,0.32031651003291156,1.210810026106033,3.388924101358251,54.928786893420316,6.784457050376173,6.784457050376173,6.784457050376173,3.4165022194363885,3.4165022194363885,3.4165022194363885,4.158631167129105,4.158631167129105,1.0206207261596576,1.0206207261596576,1.2247448713915892,1.2247448713915892,0.0,8.0,2.52,6.0,53.29384582860579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61868599845312,17.75371813848418,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,41.03950762137913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,41.03950762137913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,5.917906046161393,6.4208216229260096,0.0,0.0,34.61868599845312,0.0,0.0,0.0,0.0,0.0,0.5219907407407407,0.8425925925925923,0.0,1.3263888888888888,11.39236111111111,0.0,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.52,0,3.0786000000000016,38.91
1-HEXENE,3.5981944444444443,3.5981944444444443,1.1770833333333335,1.1770833333333335,0.36350557388151317,8.166666666666666,84.16199999999999,72.06599999999999,84.093900384,36,0,-0.03535136060568804,-0.10308298030401146,0.10308298030401146,0.03535136060568804,1.6666666666666667,2.3333333333333335,2.5,13.774334095388145,10.25090098628836,1.7088924678795125,-1.8149024079880083,1.9089979477877494,-1.6144725861877438,4.63693183675241,0.8157533078251099,1.6143308351592656,2.4884037718761123,29.01955000865387,4.82842712474619,4.405777393935816,4.405777393935816,2.914213562373095,2.5236033621142737,2.5236033621142737,1.4309036597828992,1.4309036597828992,0.7618016810571366,0.7618016810571366,0.3484617125293379,0.3484617125293379,-0.26,5.740000000000001,4.74,3.7400000000000007,39.874358567628335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,25.841400552376523,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.717777777777778,5.782222222222222,0.0,0.6666666666666666,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.534600000000001,0,2.3626000000000005,29.721999999999984
1-PENTENE,3.5504166666666666,3.5504166666666666,1.1527777777777777,1.1527777777777777,0.43560382698496614,7.4,70.135,60.05499999999999,70.07825032,30,0,-0.0356039482616076,-0.10308315147465182,0.10308315147465182,0.0356039482616076,1.8,2.4,2.4,13.680289867824069,10.344163286832249,1.6124140521216015,-1.724284144065298,1.8158722230661968,-1.5202989787414327,4.62509839051127,0.9610968344974905,1.4056390622295665,2.4017152226171965,21.219280948873624,4.121320343559642,3.698670612749268,3.698670612749268,2.414213562373095,2.0236033621142737,2.0236033621142737,1.0773502691896257,1.0773502691896257,0.4927992798267443,0.4927992798267443,0.20412414523193148,0.20412414523193148,-0.26,4.74,3.7400000000000007,3.740000000000001,33.50941645323173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,19.420578929450514,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.309027777777778,5.690972222222221,0.0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.5455200000000007,0,1.9725,25.10499999999999
N-BUTYLBENZENE,2.225138888888889,2.225138888888889,1.2334722222222223,1.2334722222222223,0.5957309560911629,9.7,134.22199999999998,120.10999999999997,134.109550448,54,0,-0.027897295142604965,-0.0653710717316953,0.0653710717316953,0.027897295142604965,1.1,1.8,2.4,13.928094568255245,10.100588827164405,1.8687601891678685,-1.9589484955842618,2.0257810758831734,-1.8110089866978991,5.138501418975812,0.7949849468755463,2.029573889867405,2.4265223465879537,164.65300142116237,7.234204518682008,6.508071689507773,6.508071689507773,4.931851652578137,3.971343774302781,3.971343774302781,2.5891519502467633,2.5891519502467633,1.6618298825622126,1.6618298825622126,1.0255780783709258,1.0255780783709258,-0.78,7.328459869848157,4.1024606217041155,2.218872016802184,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67639416492468,18.405094737549014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,25.328831937239638,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.825916360475023,0.0,0.0,37.255572541998674,0.0,0.0,0.0,0.0,0.0,1.4623611111111112,0.0,10.649555933484505,3.8296107331821614,2.225138888888889,0.0,0.4,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3.0064718033790934,1,3.0292000000000012,45.05400000000003
E-2-PENTENE,2.125,2.125,1.1631944444444444,1.1631944444444444,0.41363968044003097,10.0,70.135,60.05499999999999,70.07825032,30,0,-0.03794287307367419,-0.0916744470464646,0.0916744470464646,0.03794287307367419,1.6,2.2,2.2,13.594079354378078,10.430607628427651,1.5174139912845042,-1.6468102360406212,1.7323374263754383,-1.4311843309765475,4.730012035564743,1.2174768301743983,1.4056390622295665,2.622415807990217,27.019550008653876,4.121320343559642,3.861807319565799,3.861807319565799,2.414213562373095,2.02603867417337,2.02603867417337,0.9772838841927123,0.9772838841927123,0.47140452079103173,0.47140452079103173,0.23570226039551587,0.23570226039551587,-0.26,4.74,3.7400000000000007,3.740000000000001,33.50941645323172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.075777413358384,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.268296022307258,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,6.923737199690624,19.075777413358384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34375,4.15625,0.0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5455200000000007,0,1.9725,25.10499999999999
